Tag|Name|Keyword|VR|VM|Status
00221132|SourceOfLensThicknessDataCodeSequence|Source​Of​Lens​Thickness​Data​Code​Sequence|SQ|1|
00221133|SourceOfAnteriorChamberDepthDataCodeSequence|Source​Of​Anterior​Chamber​Depth​Data​Code​Sequence|SQ|1|
00221134|SourceOfRefractiveMeasurementsSequence|Source​Of​Refractive​Measurements​Sequence|SQ|1|
00221135|SourceOfRefractiveMeasurementsCodeSequence|Source​Of​Refractive​Measurements​Code​Sequence|SQ|1|
00221140|OphthalmicAxialLengthMeasurementModified|Ophthalmic​Axial​Length​Measurement​Modified|CS|1|
00221150|OphthalmicAxialLengthDataSourceCodeSequence|Ophthalmic​Axial​Length​Data​Source​Code​Sequence|SQ|1|
00221153|OphthalmicAxialLengthAcquisitionMethodCodeSequence|Ophthalmic​Axial​Length​Acquisition​Method​Code​Sequence|SQ|1|RET (2011)
00221155|SignalToNoiseRatio|Signal​To​Noise​Ratio|FL|1|
00221159|OphthalmicAxialLengthDataSourceDescription|Ophthalmic​Axial​Length​Data​Source​Description|LO|1|
00221210|OphthalmicAxialLengthMeasurementsTotalLengthSequence|Ophthalmic​Axial​Length​Measurements​Total​Length​Sequence|SQ|1|
00221211|OphthalmicAxialLengthMeasurementsSegmentalLengthSequence|Ophthalmic​Axial​Length​Measurements​Segmental​Length​Sequence|SQ|1|
00221212|OphthalmicAxialLengthMeasurementsLengthSummationSequence|Ophthalmic​Axial​Length​Measurements​Length​Summation​Sequence|SQ|1|
00221220|UltrasoundOphthalmicAxialLengthMeasurementsSequence|Ultrasound​Ophthalmic​Axial​Length​Measurements​Sequence|SQ|1|
00221225|OpticalOphthalmicAxialLengthMeasurementsSequence|Optical​Ophthalmic​Axial​Length​Measurements​Sequence|SQ|1|
00221230|UltrasoundSelectedOphthalmicAxialLengthSequence|Ultrasound​Selected​Ophthalmic​Axial​Length​Sequence|SQ|1|
00221250|OphthalmicAxialLengthSelectionMethodCodeSequence|Ophthalmic​Axial​Length​Selection​Method​Code​Sequence|SQ|1|
00221255|OpticalSelectedOphthalmicAxialLengthSequence|Optical​Selected​Ophthalmic​Axial​Length​Sequence|SQ|1|
00221257|SelectedSegmentalOphthalmicAxialLengthSequence|Selected​Segmental​Ophthalmic​Axial​Length​Sequence|SQ|1|
00221260|SelectedTotalOphthalmicAxialLengthSequence|Selected​Total​Ophthalmic​Axial​Length​Sequence|SQ|1|
00221262|OphthalmicAxialLengthQualityMetricSequence|Ophthalmic​Axial​Length​Quality​Metric​Sequence|SQ|1|
00221265|OphthalmicAxialLengthQualityMetricTypeCodeSequence|Ophthalmic​Axial​Length​Quality​Metric​Type​Code​Sequence|SQ|1|RET
00221273|OphthalmicAxialLengthQualityMetricTypeDescription|Ophthalmic​Axial​Length​Quality​Metric​Type​Description|LO|1|RET (2011)
00221300|IntraocularLensCalculationsRightEyeSequence|Intraocular​Lens​Calculations​Right​Eye​Sequence|SQ|1|
00221310|IntraocularLensCalculationsLeftEyeSequence|Intraocular​Lens​Calculations​Left​Eye​Sequence|SQ|1|
00221330|ReferencedOphthalmicAxialLengthMeasurementQcImageSequence|Referenced​Ophthalmic​Axial​Length​Measurement​QC​Image​Sequence|SQ|1|
00221415|OphthalmicMappingDeviceType|Ophthalmic​Mapping​Device​Type|CS|1|
00221420|AcquisitionMethodCodeSequence|Acquisition​Method​Code​Sequence|SQ|1|
00221423|AcquisitionMethodAlgorithmSequence|Acquisition​Method​Algorithm​Sequence|SQ|1|
00221436|OphthalmicThicknessMapTypeCodeSequence|Ophthalmic​Thickness​Map​Type​Code​Sequence|SQ|1|
00221443|OphthalmicThicknessMappingNormalsSequence|Ophthalmic​Thickness​Mapping​Normals​Sequence|SQ|1|
00221445|RetinalThicknessDefinitionCodeSequence|Retinal​Thickness​Definition​Code​Sequence|SQ|1|
00221450|PixelValueMappingToCodedConceptSequence|Pixel​Value​Mapping​To​Coded​Concept​Sequence|SQ|1|
00221452|MappedPixelValue|Mapped​Pixel​Value|US or SS|1|
00221454|PixelValueMappingExplanation|Pixel​Value​Mapping​Explanation|LO|1|
00221458|OphthalmicThicknessMapQualityThresholdSequence|Ophthalmic​Thickness​Map​Quality​Threshold​Sequence|SQ|1|
00221460|OphthalmicThicknessMapThresholdQualityRating|Ophthalmic​Thickness​Map​Threshold​Quality​Rating|FL|1|
00221463|AnatomicStructureReferencePoint|Anatomic​Structure​Reference​Point|FL|2|
00221465|RegistrationToLocalizerSequence|Registration​To​Localizer​Sequence|SQ|1|
00221466|RegisteredLocalizerUnits|Registered​Localizer​Units|CS|1|
00221467|RegisteredLocalizerTopLeftHandCorner|Registered​Localizer​Top​Left​Hand​Corner|FL|2|
00221468|RegisteredLocalizerBottomRightHandCorner|Registered​Localizer​Bottom​Right​Hand​Corner|FL|2|
00221470|OphthalmicThicknessMapQualityRatingSequence|Ophthalmic​Thickness​Map​Quality​Rating​Sequence|SQ|1|
00221472|RelevantOptAttributesSequence|Relevant​OPT​Attributes​Sequence|SQ|1|
00221512|TransformationMethodCodeSequence|Transformation​Method​Code​Sequence|SQ|1|
00221513|TransformationAlgorithmSequence|Transformation​Algorithm​Sequence|SQ|1|
00221515|OphthalmicAxialLengthMethod|Ophthalmic​Axial​Length​Method|CS|1|
00221517|OphthalmicFov|Ophthalmic​FOV|FL|1|
00221518|TwoDimensionalToThreeDimensionalMapSequence|Two​Dimensional​To​Three​Dimensional​Map​Sequence|SQ|1|
00221525|WideFieldOphthalmicPhotographyQualityRatingSequence|Wide​Field​Ophthalmic​Photography​Quality​Rating​Sequence|SQ|1|
00221526|WideFieldOphthalmicPhotographyQualityThresholdSequence|Wide​Field​Ophthalmic​Photography​Quality​Threshold​Sequence|SQ|1|
00221527|WideFieldOphthalmicPhotographyThresholdQualityRating|Wide​Field​Ophthalmic​Photography​Threshold​Quality​Rating|FL|1|
00221528|XCoordinatesCenterPixelViewAngle|X​Coordinates​Center​Pixel​View​Angle|FL|1|
00221529|YCoordinatesCenterPixelViewAngle|Y​Coordinates​Center​Pixel​View​Angle|FL|1|
00221530|NumberOfMapPoints|Number​Of​Map​Points|UL|1|
00221531|TwoDimensionalToThreeDimensionalMapData|Two​Dimensional​To​Three​Dimensional​Map​Data|OF|1|
00221612|DerivationAlgorithmSequence|Derivation​Algorithm​Sequence|SQ|1|
00221615|OphthalmicImageTypeCodeSequence|Ophthalmic​Image​Type​Code​Sequence|SQ|1|
00221616|OphthalmicImageTypeDescription|Ophthalmic​Image​Type​Description|LO|1|
00221618|ScanPatternTypeCodeSequence|Scan​Pattern​Type​Code​Sequence|SQ|1|
00221620|ReferencedSurfaceMeshIdentificationSequence|Referenced​Surface​Mesh​Identification​Sequence|SQ|1|
00221622|OphthalmicVolumetricPropertiesFlag|Ophthalmic​Volumetric​Properties​Flag|CS|1|
00221624|OphthalmicAnatomicReferencePointX-Coordinate|Ophthalmic​Anatomic​Reference​Point​XCoordinate|FL|1|
00221626|OphthalmicAnatomicReferencePointY-Coordinate|Ophthalmic​Anatomic​Reference​Point​YCoordinate|FL|1|
00221628|OphthalmicEnFaceImageQualityRatingSequence|Ophthalmic​En​Face​Image​Quality​Rating​Sequence|SQ|1|
00221630|QualityThreshold|Quality​Threshold|DS|1|
00221640|OctB-ScanAnalysisAcquisitionParametersSequence|OCTBscan​Analysis​Acquisition​Parameters​Sequence|SQ|1|
00221642|NumberOfB-ScansPerFrame|Number​Of​Bscans​Per​Frame|UL|1|
00221643|B-ScanSlabThickness|Bscan​Slab​Thickness|FL|1|
00221644|DistanceBetweenB-ScanSlabs|Distance​Between​Bscan​Slabs|FL|1|
00221645|B-ScanCycleTime|Bscan​Cycle​Time|FL|1|
00221646|B-ScanCycleTimeVector|Bscan​Cycle​Time​Vector|FL|1-n|
00221649|A-ScanRate|Ascan​Rate|FL|1|
00221650|B-ScanRate|Bscan​Rate|FL|1|
00221658|SurfaceMeshZ-PixelOffset|Surface​Mesh​ZPixel​Offset|UL|1|
00240010|VisualFieldHorizontalExtent|Visual​Field​Horizontal​Extent|FL|1|
00240011|VisualFieldVerticalExtent|Visual​Field​Vertical​Extent|FL|1|
00240012|VisualFieldShape|Visual​Field​Shape|CS|1|
00240016|ScreeningTestModeCodeSequence|Screening​Test​Mode​Code​Sequence|SQ|1|
00240018|MaximumStimulusLuminance|Maximum​Stimulus​Luminance|FL|1|
00240020|BackgroundLuminance|Background​Luminance|FL|1|
00240021|StimulusColorCodeSequence|Stimulus​Color​Code​Sequence|SQ|1|
00240024|BackgroundIlluminationColorCodeSequence|Background​Illumination​Color​Code​Sequence|SQ|1|
00240025|StimulusArea|Stimulus​Area|FL|1|
00240028|StimulusPresentationTime|Stimulus​Presentation​Time|FL|1|
00240032|FixationSequence|Fixation​Sequence|SQ|1|
00240033|FixationMonitoringCodeSequence|Fixation​Monitoring​Code​Sequence|SQ|1|
00240034|VisualFieldCatchTrialSequence|Visual​Field​Catch​Trial​Sequence|SQ|1|
00240035|FixationCheckedQuantity|Fixation​Checked​Quantity|US|1|
00240036|PatientNotProperlyFixatedQuantity|Patient​Not​Properly​Fixated​Quantity|US|1|
00240037|PresentedVisualStimuliDataFlag|Presented​Visual​Stimuli​Data​Flag|CS|1|
00240038|NumberOfVisualStimuli|Number​Of​Visual​Stimuli|US|1|
00240039|ExcessiveFixationLossesDataFlag|Excessive​Fixation​Losses​Data​Flag|CS|1|
00240040|ExcessiveFixationLosses|Excessive​Fixation​Losses|CS|1|
00240042|StimuliRetestingQuantity|Stimuli​Retesting​Quantity|US|1|
00240044|CommentsOnPatient'SPerformanceOfVisualField|Comments​On​Patient​Performance​Of​Visual​Field|LT|1|
00240045|FalseNegativesEstimateFlag|False​Negatives​Estimate​Flag|CS|1|
00240046|FalseNegativesEstimate|False​Negatives​Estimate|FL|1|
00240048|NegativeCatchTrialsQuantity|Negative​Catch​Trials​Quantity|US|1|
00240050|FalseNegativesQuantity|False​Negatives​Quantity|US|1|
00240051|ExcessiveFalseNegativesDataFlag|Excessive​False​Negatives​Data​Flag|CS|1|
00240052|ExcessiveFalseNegatives|Excessive​False​Negatives|CS|1|
00240053|FalsePositivesEstimateFlag|False​Positives​Estimate​Flag|CS|1|
00240054|FalsePositivesEstimate|False​Positives​Estimate|FL|1|
00240055|CatchTrialsDataFlag|Catch​Trials​Data​Flag|CS|1|
00240056|PositiveCatchTrialsQuantity|Positive​Catch​Trials​Quantity|US|1|
00240057|TestPointNormalsDataFlag|Test​Point​Normals​Data​Flag|CS|1|
00240058|TestPointNormalsSequence|Test​Point​Normals​Sequence|SQ|1|
00240059|GlobalDeviationProbabilityNormalsFlag|Global​Deviation​Probability​Normals​Flag|CS|1|
00240060|FalsePositivesQuantity|False​Positives​Quantity|US|1|
00240061|ExcessiveFalsePositivesDataFlag|Excessive​False​Positives​Data​Flag|CS|1|
00240062|ExcessiveFalsePositives|Excessive​False​Positives|CS|1|
00240063|VisualFieldTestNormalsFlag|Visual​Field​Test​Normals​Flag|CS|1|
00240064|ResultsNormalsSequence|Results​Normals​Sequence|SQ|1|
00240065|AgeCorrectedSensitivityDeviationAlgorithmSequence|Age​Corrected​Sensitivity​Deviation​Algorithm​Sequence|SQ|1|
00240066|GlobalDeviationFromNormal|Global​Deviation​From​Normal|FL|1|
00240067|GeneralizedDefectSensitivityDeviationAlgorithmSequence|Generalized​Defect​Sensitivity​Deviation​Algorithm​Sequence|SQ|1|
00240068|LocalizedDeviationFromNormal|Localized​Deviation​From​Normal|FL|1|
00240069|PatientReliabilityIndicator|Patient​Reliability​Indicator|LO|1|
00240070|VisualFieldMeanSensitivity|Visual​Field​Mean​Sensitivity|FL|1|
00240071|GlobalDeviationProbability|Global​Deviation​Probability|FL|1|
00240072|LocalDeviationProbabilityNormalsFlag|Local​Deviation​Probability​Normals​Flag|CS|1|
00240073|LocalizedDeviationProbability|Localized​Deviation​Probability|FL|1|
00240074|ShortTermFluctuationCalculated|Short​Term​Fluctuation​Calculated|CS|1|
00240075|ShortTermFluctuation|Short​Term​Fluctuation|FL|1|
00240076|ShortTermFluctuationProbabilityCalculated|Short​Term​Fluctuation​Probability​Calculated|CS|1|
00240077|ShortTermFluctuationProbability|Short​Term​Fluctuation​Probability|FL|1|
00240078|CorrectedLocalizedDeviationFromNormalCalculated|Corrected​Localized​Deviation​From​Normal​Calculated|CS|1|
00240079|CorrectedLocalizedDeviationFromNormal|Corrected​Localized​Deviation​From​Normal|FL|1|
00240080|CorrectedLocalizedDeviationFromNormalProbabilityCalculated|Corrected​Localized​Deviation​From​Normal​Probability​Calculated|CS|1|
00240081|CorrectedLocalizedDeviationFromNormalProbability|Corrected​Localized​Deviation​From​Normal​Probability|FL|1|
00240083|GlobalDeviationProbabilitySequence|Global​Deviation​Probability​Sequence|SQ|1|
00240085|LocalizedDeviationProbabilitySequence|Localized​Deviation​Probability​Sequence|SQ|1|
00240086|FovealSensitivityMeasured|Foveal​Sensitivity​Measured|CS|1|
00240087|FovealSensitivity|Foveal​Sensitivity|FL|1|
00240088|VisualFieldTestDuration|Visual​Field​Test​Duration|FL|1|
00240089|VisualFieldTestPointSequence|Visual​Field​Test​Point​Sequence|SQ|1|
00240090|VisualFieldTestPointX-Coordinate|Visual​Field​Test​Point​X​Coordinate|FL|1|
00240091|VisualFieldTestPointY-Coordinate|Visual​Field​Test​Point​Y​Coordinate|FL|1|
00240092|AgeCorrectedSensitivityDeviationValue|Age​Corrected​Sensitivity​Deviation​Value|FL|1|
00240093|StimulusResults|Stimulus​Results|CS|1|
00240094|SensitivityValue|Sensitivity​Value|FL|1|
00240095|RetestStimulusSeen|Retest​Stimulus​Seen|CS|1|
00240096|RetestSensitivityValue|Retest​Sensitivity​Value|FL|1|
00240097|VisualFieldTestPointNormalsSequence|Visual​Field​Test​Point​Normals​Sequence|SQ|1|
00240098|QuantifiedDefect|Quantified​Defect|FL|1|
00240100|AgeCorrectedSensitivityDeviationProbabilityValue|Age​Corrected​Sensitivity​Deviation​Probability​Value|FL|1|
00240102|GeneralizedDefectCorrectedSensitivityDeviationFlag|Generalized​Defect​Corrected​Sensitivity​Deviation​Flag|CS|1|
00240103|GeneralizedDefectCorrectedSensitivityDeviationValue|Generalized​Defect​Corrected​Sensitivity​Deviation​Value|FL|1|
00240104|GeneralizedDefectCorrectedSensitivityDeviationProbabilityValue|Generalized​Defect​Corrected​Sensitivity​Deviation​Probability​Value|FL|1|
00240105|MinimumSensitivityValue|Minimum​Sensitivity​Value|FL|1|
00240106|BlindSpotLocalized|Blind​Spot​Localized|CS|1|
00240107|BlindSpotX-Coordinate|Blind​Spot​X​Coordinate|FL|1|
00240108|BlindSpotY-Coordinate|Blind​Spot​Y​Coordinate|FL|1|
00240110|VisualAcuityMeasurementSequence|Visual​Acuity​Measurement​Sequence|SQ|1|
00240112|RefractiveParametersUsedOnPatientSequence|Refractive​Parameters​Used​On​Patient​Sequence|SQ|1|
00240113|MeasurementLaterality|Measurement​Laterality|CS|1|
00240114|OphthalmicPatientClinicalInformationLeftEyeSequence|Ophthalmic​Patient​Clinical​Information​Left​Eye​Sequence|SQ|1|
00240115|OphthalmicPatientClinicalInformationRightEyeSequence|Ophthalmic​Patient​Clinical​Information​Right​Eye​Sequence|SQ|1|
00240117|FovealPointNormativeDataFlag|Foveal​Point​Normative​Data​Flag|CS|1|
00240118|FovealPointProbabilityValue|Foveal​Point​Probability​Value|FL|1|
00240120|ScreeningBaselineMeasured|Screening​Baseline​Measured|CS|1|
00240122|ScreeningBaselineMeasuredSequence|Screening​Baseline​Measured​Sequence|SQ|1|
00240124|ScreeningBaselineType|Screening​Baseline​Type|CS|1|
00240126|ScreeningBaselineValue|Screening​Baseline​Value|FL|1|
00240202|AlgorithmSource|Algorithm​Source|LO|1|
00240306|DataSetName|Data​Set​Name|LO|1|
00240307|DataSetVersion|Data​Set​Version|LO|1|
00240308|DataSetSource|Data​Set​Source|LO|1|
00240309|DataSetDescription|Data​Set​Description|LO|1|
00240317|VisualFieldTestReliabilityGlobalIndexSequence|Visual​Field​Test​Reliability​Global​Index​Sequence|SQ|1|
00240320|VisualFieldGlobalResultsIndexSequence|Visual​Field​Global​Results​Index​Sequence|SQ|1|
00240325|DataObservationSequence|Data​Observation​Sequence|SQ|1|
00240338|IndexNormalsFlag|Index​Normals​Flag|CS|1|
00240341|IndexProbability|Index​Probability|FL|1|
00240344|IndexProbabilitySequence|Index​Probability​Sequence|SQ|1|
00280002|SamplesPerPixel|Samples​Per​Pixel|US|1|
00280003|SamplesPerPixelUsed|Samples​Per​Pixel​Used|US|1|
00280004|PhotometricInterpretation|Photometric​Interpretation|CS|1|
00280005|ImageDimensions|Image​Dimensions|US|1|RET
00280006|PlanarConfiguration|Planar​Configuration|US|1|
00280008|NumberOfFrames|Number​Of​Frames|IS|1|
00280009|FrameIncrementPointer|Frame​Increment​Pointer|AT|1-n|
0028000A|FrameDimensionPointer|Frame​Dimension​Pointer|AT|1-n|
00280010|Rows|Rows|US|1|
00280011|Columns|Columns|US|1|
00280012|Planes|Planes|US|1|RET (2007)
00280014|UltrasoundColorDataPresent|Ultrasound​Color​Data​Present|US|1|
00280020|Xxxxxxxxxx04|Xxxxxxxxxx04||0|RET (2007) - See Note 3
00280030|PixelSpacing|Pixel​Spacing|DS|2|
00280031|ZoomFactor|Zoom​Factor|DS|2|
00280032|ZoomCenter|Zoom​Center|DS|2|
00280034|PixelAspectRatio|Pixel​Aspect​Ratio|IS|2|
00280040|ImageFormat|Image​Format|CS|1|RET
00280050|ManipulatedImage|Manipulated​Image|LO|1-n|RET
00280051|CorrectedImage|Corrected​Image|CS|1-n|
0028005F|CompressionRecognitionCode|Compression​Recognition​Code|LO|1|RET (2007)
00280060|CompressionCode|Compression​Code|CS|1|RET
00280061|CompressionOriginator|Compression​Originator|SH|1|RET (2007)
00280062|CompressionLabel|Compression​Label|LO|1|RET (2007)
00280063|CompressionDescription|Compression​Description|SH|1|RET (2007)
00280065|CompressionSequence|Compression​Sequence|CS|1-n|RET (2007)
00280066|CompressionStepPointers|Compression​Step​Pointers|AT|1-n|RET (2007)
00280068|RepeatInterval|Repeat​Interval|US|1|RET (2007)
00280069|BitsGrouped|Bits​Grouped|US|1|RET (2007)
00280070|PerimeterTable|Perimeter​Table|US|1-n|RET (2007)
00280071|PerimeterValue|Perimeter​Value|US or SS|1|RET (2007)
00280080|PredictorRows|Predictor​Rows|US|1|RET (2007)
00280081|PredictorColumns|Predictor​Columns|US|1|RET (2007)
00280082|PredictorConstants|Predictor​Constants|US|1-n|RET (2007)
00280090|BlockedPixels|Blocked​Pixels|CS|1|RET (2007)
